,RecordID,StateCode,LabelerCode,ProductCode,PackageSize,PeriodCovered,FDAListName,UnitsReimbursed,NumberRx,TotalAmountReimbursed,MedicaidAmountReimbursed,Non-MedicaidAmountReimbursed
92463,FFSU,XX,55111,122,90,20134,ATORVASTAT,665700.001,17813,342950.29,325950.11,17000.18
219265,MCOU,XX,55111,122,5,20134,ATORVASTAT,44007,1509,35505.69,35381.76,123.93
219269,MCOU,XX,55111,122,90,20134,ATORVASTAT,478872,15614,443091.25,439997.8,3093.45
92459,FFSU,XX,55111,122,5,20134,ATORVASTAT,153752,5306,90727.09,88097.71,2629.38
92463,FFSU,XX,55111,122,90,20134,ATORVASTAT,665700.001,17813,342950.29,325950.11,17000.18
219265,MCOU,XX,55111,122,5,20134,ATORVASTAT,44007,1509,35505.69,35381.76,123.93
219269,MCOU,XX,55111,122,90,20134,ATORVASTAT,478872,15614,443091.25,439997.8,3093.45
92459,FFSU,XX,55111,122,5,20134,ATORVASTAT,153752,5306,90727.09,88097.71,2629.38
92463,FFSU,XX,55111,122,90,20134,ATORVASTAT,665700.001,17813,342950.29,325950.11,17000.18
219265,MCOU,XX,55111,122,5,20134,ATORVASTAT,44007,1509,35505.69,35381.76,123.93
219269,MCOU,XX,55111,122,90,20134,ATORVASTAT,478872,15614,443091.25,439997.8,3093.45
92459,FFSU,XX,55111,122,5,20134,ATORVASTAT,153752,5306,90727.09,88097.71,2629.38
92463,FFSU,XX,55111,122,90,20134,ATORVASTAT,665700.001,17813,342950.29,325950.11,17000.18
219265,MCOU,XX,55111,122,5,20134,ATORVASTAT,44007,1509,35505.69,35381.76,123.93
219269,MCOU,XX,55111,122,90,20134,ATORVASTAT,478872,15614,443091.25,439997.8,3093.45
92467,FFSU,XX,55111,123,5,20134,ATORVASTAT,79368,2799,47954.06,46609.19,1344.87
92471,FFSU,XX,55111,123,90,20134,ATORVASTAT,614946,16463,311620.6,295452.18,16168.42
219273,MCOU,XX,55111,123,5,20134,ATORVASTAT,40012,1285,32358.98,32237.27,121.71
219277,MCOU,XX,55111,123,90,20134,ATORVASTAT,517112.53,16938,481731.41,478078.28,3653.13
92467,FFSU,XX,55111,123,5,20134,ATORVASTAT,79368,2799,47954.06,46609.19,1344.87
92471,FFSU,XX,55111,123,90,20134,ATORVASTAT,614946,16463,311620.6,295452.18,16168.42
219273,MCOU,XX,55111,123,5,20134,ATORVASTAT,40012,1285,32358.98,32237.27,121.71
219277,MCOU,XX,55111,123,90,20134,ATORVASTAT,517112.53,16938,481731.41,478078.28,3653.13
92467,FFSU,XX,55111,123,5,20134,ATORVASTAT,79368,2799,47954.06,46609.19,1344.87
92471,FFSU,XX,55111,123,90,20134,ATORVASTAT,614946,16463,311620.6,295452.18,16168.42
219273,MCOU,XX,55111,123,5,20134,ATORVASTAT,40012,1285,32358.98,32237.27,121.71
219277,MCOU,XX,55111,123,90,20134,ATORVASTAT,517112.53,16938,481731.41,478078.28,3653.13
92467,FFSU,XX,55111,123,5,20134,ATORVASTAT,79368,2799,47954.06,46609.19,1344.87
92471,FFSU,XX,55111,123,90,20134,ATORVASTAT,614946,16463,311620.6,295452.18,16168.42
219273,MCOU,XX,55111,123,5,20134,ATORVASTAT,40012,1285,32358.98,32237.27,121.71
219277,MCOU,XX,55111,123,90,20134,ATORVASTAT,517112.53,16938,481731.41,478078.28,3653.13
92475,FFSU,XX,55111,124,5,20134,ATORVASTAT,38296,1213,23042.39,21994.74,1047.65
92479,FFSU,XX,55111,124,90,20134,ATORVASTAT,259715.5,6960,133219.29,126276.77,6942.52
219281,MCOU,XX,55111,124,5,20134,ATORVASTAT,20249,707,17617.99,17573.42,44.57
219285,MCOU,XX,55111,124,90,20134,ATORVASTAT,236070.001,7785,243199.98,241882.28,1317.7
92475,FFSU,XX,55111,124,5,20134,ATORVASTAT,38296,1213,23042.39,21994.74,1047.65
92479,FFSU,XX,55111,124,90,20134,ATORVASTAT,259715.5,6960,133219.29,126276.77,6942.52
219281,MCOU,XX,55111,124,5,20134,ATORVASTAT,20249,707,17617.99,17573.42,44.57
219285,MCOU,XX,55111,124,90,20134,ATORVASTAT,236070.001,7785,243199.98,241882.28,1317.7
92475,FFSU,XX,55111,124,5,20134,ATORVASTAT,38296,1213,23042.39,21994.74,1047.65
92479,FFSU,XX,55111,124,90,20134,ATORVASTAT,259715.5,6960,133219.29,126276.77,6942.52
219281,MCOU,XX,55111,124,5,20134,ATORVASTAT,20249,707,17617.99,17573.42,44.57
219285,MCOU,XX,55111,124,90,20134,ATORVASTAT,236070.001,7785,243199.98,241882.28,1317.7
92475,FFSU,XX,55111,124,5,20134,ATORVASTAT,38296,1213,23042.39,21994.74,1047.65
92479,FFSU,XX,55111,124,90,20134,ATORVASTAT,259715.5,6960,133219.29,126276.77,6942.52
219281,MCOU,XX,55111,124,5,20134,ATORVASTAT,20249,707,17617.99,17573.42,44.57
219285,MCOU,XX,55111,124,90,20134,ATORVASTAT,236070.001,7785,243199.98,241882.28,1317.7
85328,FFSU,XX,51079,409,20,20134,ATORVASTAT,824,66,380.69,379.69,1
212270,MCOU,XX,51079,409,20,20134,ATORVASTAT,35,5,11.6,11.6,0
85335,FFSU,XX,51079,410,20,20134,ATORVASTAT,311,16,148.36,148.36,0
212273,MCOU,XX,51079,410,1,20134,ATORVASTAT,60,2,26.42,26.42,0
212277,MCOU,XX,51079,410,20,20134,ATORVASTAT,65,5,23.81,23.81,0
85339,FFSU,XX,51079,411,1,20134,ATORVASTAT,1,1,9.17,9.17,0
85343,FFSU,XX,51079,411,20,20134,ATORVASTAT,245,17,92.55,91.55,1
212281,MCOU,XX,51079,411,20,20134,ATORVASTAT,151,6,54.33,54.33,0
85348,FFSU,XX,51079,412,3,20134,ATORVASTAT,6,6,10.22,10.22,0
212285,MCOU,XX,51079,412,3,20134,ATORVASTAT,32,3,41.62,41.62,0
56664,FFSU,XX,904,6290,61,20134,ATORVASTAT,554.5,42,268.13,264.53,3.6
184135,MCOU,XX,904,6290,61,20134,ATORVASTAT,670,46,417.15,412.15,5
56668,FFSU,XX,904,6291,61,20134,ATORVASTAT,2001,91,866.78,866.78,0
184139,MCOU,XX,904,6291,61,20134,ATORVASTAT,822,39,761.44,734.06,27.38
107590,FFSU,XX,63304,827,5,20134,ATORVASTAT,2714,88,1734.05,1732.05,2
107594,FFSU,XX,63304,827,90,20134,ATORVASTAT,88711,2788,37026.87,36414.04,612.83
234479,MCOU,XX,63304,827,5,20134,ATORVASTAT,4866,161,3943.47,3924.9,18.57
234483,MCOU,XX,63304,827,90,20134,ATORVASTAT,82396,2695,51759.59,51239.13,520.46
107590,FFSU,XX,63304,827,5,20134,ATORVASTAT,2714,88,1734.05,1732.05,2
107594,FFSU,XX,63304,827,90,20134,ATORVASTAT,88711,2788,37026.87,36414.04,612.83
234479,MCOU,XX,63304,827,5,20134,ATORVASTAT,4866,161,3943.47,3924.9,18.57
234483,MCOU,XX,63304,827,90,20134,ATORVASTAT,82396,2695,51759.59,51239.13,520.46
107598,FFSU,XX,63304,828,5,20134,ATORVASTAT,6420,210,6362.95,6330.95,32
107602,FFSU,XX,63304,828,90,20134,ATORVASTAT,130680,3961,68128.57,66558.5,1570.07
234487,MCOU,XX,63304,828,5,20134,ATORVASTAT,6039,200,6161.64,6073.21,88.43
234491,MCOU,XX,63304,828,90,20134,ATORVASTAT,319815.866,10456,295511.22,294944.55,566.67
107598,FFSU,XX,63304,828,5,20134,ATORVASTAT,6420,210,6362.95,6330.95,32
107602,FFSU,XX,63304,828,90,20134,ATORVASTAT,130680,3961,68128.57,66558.5,1570.07
234487,MCOU,XX,63304,828,5,20134,ATORVASTAT,6039,200,6161.64,6073.21,88.43
234491,MCOU,XX,63304,828,90,20134,ATORVASTAT,319815.866,10456,295511.22,294944.55,566.67
107606,FFSU,XX,63304,829,5,20134,ATORVASTAT,3514,108,2223.51,2191.21,32.3
107610,FFSU,XX,63304,829,90,20134,ATORVASTAT,124947,3832,68827.22,67494.7,1332.52
234495,MCOU,XX,63304,829,5,20134,ATORVASTAT,4917,163,4743.28,4723.28,20
234499,MCOU,XX,63304,829,90,20134,ATORVASTAT,128446,4201,123231.61,122530.69,700.92
107606,FFSU,XX,63304,829,5,20134,ATORVASTAT,3514,108,2223.51,2191.21,32.3
107610,FFSU,XX,63304,829,90,20134,ATORVASTAT,124947,3832,68827.22,67494.7,1332.52
234495,MCOU,XX,63304,829,5,20134,ATORVASTAT,4917,163,4743.28,4723.28,20
234499,MCOU,XX,63304,829,90,20134,ATORVASTAT,128446,4201,123231.61,122530.69,700.92
107614,FFSU,XX,63304,830,5,20134,ATORVASTAT,1064,34,516.78,509.78,7
107618,FFSU,XX,63304,830,90,20134,ATORVASTAT,53565,1588,32812.73,32284.18,528.55
234503,MCOU,XX,63304,830,5,20134,ATORVASTAT,1335,36,823.78,821.78,2
234507,MCOU,XX,63304,830,90,20134,ATORVASTAT,110712.94,3680,103789.39,103541.43,247.96
107614,FFSU,XX,63304,830,5,20134,ATORVASTAT,1064,34,516.78,509.78,7
107618,FFSU,XX,63304,830,90,20134,ATORVASTAT,53565,1588,32812.73,32284.18,528.55
234503,MCOU,XX,63304,830,5,20134,ATORVASTAT,1335,36,823.78,821.78,2
234507,MCOU,XX,63304,830,90,20134,ATORVASTAT,110712.94,3680,103789.39,103541.43,247.96
52151,FFSU,XX,781,5381,92,20134,ATORVASTAT,49388,1487,26665.09,26307.97,357.12
179477,MCOU,XX,781,5381,92,20134,ATORVASTAT,69903,2263,36328.12,36117.17,210.95
52151,FFSU,XX,781,5381,92,20134,ATORVASTAT,49388,1487,26665.09,26307.97,357.12
179477,MCOU,XX,781,5381,92,20134,ATORVASTAT,69903,2263,36328.12,36117.17,210.95
52151,FFSU,XX,781,5381,92,20134,ATORVASTAT,49388,1487,26665.09,26307.97,357.12
179477,MCOU,XX,781,5381,92,20134,ATORVASTAT,69903,2263,36328.12,36117.17,210.95
52151,FFSU,XX,781,5381,92,20134,ATORVASTAT,49388,1487,26665.09,26307.97,357.12
179477,MCOU,XX,781,5381,92,20134,ATORVASTAT,69903,2263,36328.12,36117.17,210.95
52151,FFSU,XX,781,5381,92,20134,ATORVASTAT,49388,1487,26665.09,26307.97,357.12
179477,MCOU,XX,781,5381,92,20134,ATORVASTAT,69903,2263,36328.12,36117.17,210.95
52155,FFSU,XX,781,5382,92,20134,ATORVASTAT,81230.5,2457,51979.54,51181.61,797.93
179481,MCOU,XX,781,5382,92,20134,ATORVASTAT,123972,4037,82330.57,81644.38,686.19
52155,FFSU,XX,781,5382,92,20134,ATORVASTAT,81230.5,2457,51979.54,51181.61,797.93
179481,MCOU,XX,781,5382,92,20134,ATORVASTAT,123972,4037,82330.57,81644.38,686.19
52155,FFSU,XX,781,5382,92,20134,ATORVASTAT,81230.5,2457,51979.54,51181.61,797.93
179481,MCOU,XX,781,5382,92,20134,ATORVASTAT,123972,4037,82330.57,81644.38,686.19
52155,FFSU,XX,781,5382,92,20134,ATORVASTAT,81230.5,2457,51979.54,51181.61,797.93
179481,MCOU,XX,781,5382,92,20134,ATORVASTAT,123972,4037,82330.57,81644.38,686.19
52155,FFSU,XX,781,5382,92,20134,ATORVASTAT,81230.5,2457,51979.54,51181.61,797.93
179481,MCOU,XX,781,5382,92,20134,ATORVASTAT,123972,4037,82330.57,81644.38,686.19
52159,FFSU,XX,781,5384,92,20134,ATORVASTAT,75109,2254,50373.59,49648.42,725.17
179485,MCOU,XX,781,5384,92,20134,ATORVASTAT,126335,4102,86069.61,85407.07,662.54
52159,FFSU,XX,781,5384,92,20134,ATORVASTAT,75109,2254,50373.59,49648.42,725.17
179485,MCOU,XX,781,5384,92,20134,ATORVASTAT,126335,4102,86069.61,85407.07,662.54
52159,FFSU,XX,781,5384,92,20134,ATORVASTAT,75109,2254,50373.59,49648.42,725.17
179485,MCOU,XX,781,5384,92,20134,ATORVASTAT,126335,4102,86069.61,85407.07,662.54
52159,FFSU,XX,781,5384,92,20134,ATORVASTAT,75109,2254,50373.59,49648.42,725.17
179485,MCOU,XX,781,5384,92,20134,ATORVASTAT,126335,4102,86069.61,85407.07,662.54
52159,FFSU,XX,781,5384,92,20134,ATORVASTAT,75109,2254,50373.59,49648.42,725.17
179485,MCOU,XX,781,5384,92,20134,ATORVASTAT,126335,4102,86069.61,85407.07,662.54
52176,FFSU,XX,781,5388,92,20134,ATORVASTAT,29604.5,908,18601.28,18298.85,302.43
179503,MCOU,XX,781,5388,92,20134,ATORVASTAT,43270.001,1394,32014.17,31736.03,278.14
52176,FFSU,XX,781,5388,92,20134,ATORVASTAT,29604.5,908,18601.28,18298.85,302.43
179503,MCOU,XX,781,5388,92,20134,ATORVASTAT,43270.001,1394,32014.17,31736.03,278.14
52176,FFSU,XX,781,5388,92,20134,ATORVASTAT,29604.5,908,18601.28,18298.85,302.43
179503,MCOU,XX,781,5388,92,20134,ATORVASTAT,43270.001,1394,32014.17,31736.03,278.14
52176,FFSU,XX,781,5388,92,20134,ATORVASTAT,29604.5,908,18601.28,18298.85,302.43
179503,MCOU,XX,781,5388,92,20134,ATORVASTAT,43270.001,1394,32014.17,31736.03,278.14
29762,FFSU,XX,378,2015,5,20134,ATORVASTAT,71738.5,2448,28772.43,28142.5,629.93
29766,FFSU,XX,378,2015,77,20134,ATORVASTAT,130845,4044,60790.86,58305.33,2485.53
157458,MCOU,XX,378,2015,5,20134,ATORVASTAT,62384.058,2095,41700.82,41226.11,474.71
157462,MCOU,XX,378,2015,77,20134,ATORVASTAT,228409,7575,146250.9,144916.26,1334.64
29770,FFSU,XX,378,2017,5,20134,ATORVASTAT,88979,3084,49253.3,48314.63,938.67
29774,FFSU,XX,378,2017,77,20134,ATORVASTAT,267461.5,8122,161106.6,155031.73,6074.87
157466,MCOU,XX,378,2017,5,20134,ATORVASTAT,76462,2574,68982.53,68801.43,181.1
157470,MCOU,XX,378,2017,77,20134,ATORVASTAT,384527,12633,344969.17,342674.95,2294.22
29913,FFSU,XX,378,2121,5,20134,ATORVASTAT,64265,2129,37935.08,36844.74,1090.34
29917,FFSU,XX,378,2121,77,20134,ATORVASTAT,311206.5,9450,182075.04,175522.32,6552.72
157603,MCOU,XX,378,2121,5,20134,ATORVASTAT,70443,2421,61422.23,61209.41,212.82
157607,MCOU,XX,378,2121,77,20134,ATORVASTAT,409265.001,13178,361578.08,358748.54,2829.54
29913,FFSU,XX,378,2121,5,20134,ATORVASTAT,64265,2129,37935.08,36844.74,1090.34
29917,FFSU,XX,378,2121,77,20134,ATORVASTAT,311206.5,9450,182075.04,175522.32,6552.72
157603,MCOU,XX,378,2121,5,20134,ATORVASTAT,70443,2421,61422.23,61209.41,212.82
157607,MCOU,XX,378,2121,77,20134,ATORVASTAT,409265.001,13178,361578.08,358748.54,2829.54
29921,FFSU,XX,378,2122,5,20134,ATORVASTAT,23481.5,791,14580.48,13981.4,599.08
29925,FFSU,XX,378,2122,77,20134,ATORVASTAT,162401,4897,93789.32,89960.17,3829.15
157611,MCOU,XX,378,2122,5,20134,ATORVASTAT,17760,605,16448.94,16372.37,76.57
157615,MCOU,XX,378,2122,77,20134,ATORVASTAT,211515.031,7027,187566.43,186629.86,936.57
29921,FFSU,XX,378,2122,5,20134,ATORVASTAT,23481.5,791,14580.48,13981.4,599.08
29925,FFSU,XX,378,2122,77,20134,ATORVASTAT,162401,4897,93789.32,89960.17,3829.15
157611,MCOU,XX,378,2122,5,20134,ATORVASTAT,17760,605,16448.94,16372.37,76.57
157615,MCOU,XX,378,2122,77,20134,ATORVASTAT,211515.031,7027,187566.43,186629.86,936.57
30749,FFSU,XX,378,3950,5,20134,ATORVASTAT,15163,469,6445.53,6178.42,267.11
30750,FFSU,XX,378,3950,77,20134,ATORVASTAT,153397,4348,78404.72,74856.33,3548.39
158459,MCOU,XX,378,3950,5,20134,ATORVASTAT,25929,865,16757.97,16697.97,60
158460,MCOU,XX,378,3950,77,20134,ATORVASTAT,214046,7043,134600.11,133965.34,634.77
30749,FFSU,XX,378,3950,5,20134,ATORVASTAT,15163,469,6445.53,6178.42,267.11
30750,FFSU,XX,378,3950,77,20134,ATORVASTAT,153397,4348,78404.72,74856.33,3548.39
158459,MCOU,XX,378,3950,5,20134,ATORVASTAT,25929,865,16757.97,16697.97,60
158460,MCOU,XX,378,3950,77,20134,ATORVASTAT,214046,7043,134600.11,133965.34,634.77
30751,FFSU,XX,378,3951,5,20134,ATORVASTAT,6339,207,3557.71,3470.77,86.94
30752,FFSU,XX,378,3951,77,20134,ATORVASTAT,196995,5698,134045.2,129235.44,4809.76
158461,MCOU,XX,378,3951,5,20134,ATORVASTAT,10561,370,10259.44,10210.44,49
158462,MCOU,XX,378,3951,77,20134,ATORVASTAT,247067.001,7999,216405.58,215722.35,683.23
30751,FFSU,XX,378,3951,5,20134,ATORVASTAT,6339,207,3557.71,3470.77,86.94
30752,FFSU,XX,378,3951,77,20134,ATORVASTAT,196995,5698,134045.2,129235.44,4809.76
158461,MCOU,XX,378,3951,5,20134,ATORVASTAT,10561,370,10259.44,10210.44,49
158462,MCOU,XX,378,3951,77,20134,ATORVASTAT,247067.001,7999,216405.58,215722.35,683.23
30753,FFSU,XX,378,3952,5,20134,ATORVASTAT,16308.4,515,9845.7,9537.88,307.82
30754,FFSU,XX,378,3952,77,20134,ATORVASTAT,163129,4673,105360.53,101067.47,4293.06
158463,MCOU,XX,378,3952,5,20134,ATORVASTAT,14974,512,11844.8,11746.18,98.62
158464,MCOU,XX,378,3952,77,20134,ATORVASTAT,226081.001,7298,197458.27,196242.69,1215.58
30753,FFSU,XX,378,3952,5,20134,ATORVASTAT,16308.4,515,9845.7,9537.88,307.82
30754,FFSU,XX,378,3952,77,20134,ATORVASTAT,163129,4673,105360.53,101067.47,4293.06
158463,MCOU,XX,378,3952,5,20134,ATORVASTAT,14974,512,11844.8,11746.18,98.62
158464,MCOU,XX,378,3952,77,20134,ATORVASTAT,226081.001,7298,197458.27,196242.69,1215.58
30755,FFSU,XX,378,3953,77,20134,ATORVASTAT,55061.5,1503,31204.62,29925.14,1279.48
158465,MCOU,XX,378,3953,77,20134,ATORVASTAT,72967,2380,66107.63,65767.3,340.33
30755,FFSU,XX,378,3953,77,20134,ATORVASTAT,55061.5,1503,31204.62,29925.14,1279.48
158465,MCOU,XX,378,3953,77,20134,ATORVASTAT,72967,2380,66107.63,65767.3,340.33
8771,FFSU,XX,71,155,23,20134,LIPITOR 10,151869,4049,733969.15,731752.3,2216.85
8775,FFSU,XX,71,155,34,20134,LIPITOR 10,1758,41,8483.88,8483.88,0
8779,FFSU,XX,71,155,40,20134,LIPITOR 10,2379.01,245,12663.51,12663.51,0
136213,MCOU,XX,71,155,23,20134,LIPITOR 10,5704,187,20596.63,19753.58,843.05
136217,MCOU,XX,71,155,34,20134,LIPITOR 10,60,2,290.8,284.8,6
136221,MCOU,XX,71,155,40,20134,LIPITOR 10,52,22,35.66,32.36,3.3
8771,FFSU,XX,71,155,23,20134,LIPITOR 10,151869,4049,733969.15,731752.3,2216.85
8775,FFSU,XX,71,155,34,20134,LIPITOR 10,1758,41,8483.88,8483.88,0
8779,FFSU,XX,71,155,40,20134,LIPITOR 10,2379.01,245,12663.51,12663.51,0
136213,MCOU,XX,71,155,23,20134,LIPITOR 10,5704,187,20596.63,19753.58,843.05
136217,MCOU,XX,71,155,34,20134,LIPITOR 10,60,2,290.8,284.8,6
136221,MCOU,XX,71,155,40,20134,LIPITOR 10,52,22,35.66,32.36,3.3
8771,FFSU,XX,71,155,23,20134,LIPITOR 10,151869,4049,733969.15,731752.3,2216.85
8775,FFSU,XX,71,155,34,20134,LIPITOR 10,1758,41,8483.88,8483.88,0
8779,FFSU,XX,71,155,40,20134,LIPITOR 10,2379.01,245,12663.51,12663.51,0
136213,MCOU,XX,71,155,23,20134,LIPITOR 10,5704,187,20596.63,19753.58,843.05
136217,MCOU,XX,71,155,34,20134,LIPITOR 10,60,2,290.8,284.8,6
136221,MCOU,XX,71,155,40,20134,LIPITOR 10,52,22,35.66,32.36,3.3
8771,FFSU,XX,71,155,23,20134,LIPITOR 10,151869,4049,733969.15,731752.3,2216.85
8775,FFSU,XX,71,155,34,20134,LIPITOR 10,1758,41,8483.88,8483.88,0
8779,FFSU,XX,71,155,40,20134,LIPITOR 10,2379.01,245,12663.51,12663.51,0
136213,MCOU,XX,71,155,23,20134,LIPITOR 10,5704,187,20596.63,19753.58,843.05
136217,MCOU,XX,71,155,34,20134,LIPITOR 10,60,2,290.8,284.8,6
136221,MCOU,XX,71,155,40,20134,LIPITOR 10,52,22,35.66,32.36,3.3
8771,FFSU,XX,71,155,23,20134,LIPITOR 10,151869,4049,733969.15,731752.3,2216.85
8775,FFSU,XX,71,155,34,20134,LIPITOR 10,1758,41,8483.88,8483.88,0
8779,FFSU,XX,71,155,40,20134,LIPITOR 10,2379.01,245,12663.51,12663.51,0
136213,MCOU,XX,71,155,23,20134,LIPITOR 10,5704,187,20596.63,19753.58,843.05
136217,MCOU,XX,71,155,34,20134,LIPITOR 10,60,2,290.8,284.8,6
136221,MCOU,XX,71,155,40,20134,LIPITOR 10,52,22,35.66,32.36,3.3
8783,FFSU,XX,71,156,23,20134,LIPITOR 20,181650,4873,1239766.9,1237369.36,2397.54
8787,FFSU,XX,71,156,40,20134,LIPITOR 20,2979,277,22844.11,22844.11,0
8791,FFSU,XX,71,156,94,20134,LIPITOR TA,900,14,6079.68,6079.68,0
136225,MCOU,XX,71,156,23,20134,LIPITOR 20,7098,237,39306.83,38096.74,1210.09
136229,MCOU,XX,71,156,40,20134,LIPITOR 20,40,11,76.68,53.2,23.48
136230,MCOU,XX,71,156,94,20134,LIPITOR 20,30,1,206.12,203.12,3
8783,FFSU,XX,71,156,23,20134,LIPITOR 20,181650,4873,1239766.9,1237369.36,2397.54
8787,FFSU,XX,71,156,40,20134,LIPITOR 20,2979,277,22844.11,22844.11,0
8791,FFSU,XX,71,156,94,20134,LIPITOR TA,900,14,6079.68,6079.68,0
136225,MCOU,XX,71,156,23,20134,LIPITOR 20,7098,237,39306.83,38096.74,1210.09
136229,MCOU,XX,71,156,40,20134,LIPITOR 20,40,11,76.68,53.2,23.48
136230,MCOU,XX,71,156,94,20134,LIPITOR 20,30,1,206.12,203.12,3
8783,FFSU,XX,71,156,23,20134,LIPITOR 20,181650,4873,1239766.9,1237369.36,2397.54
8787,FFSU,XX,71,156,40,20134,LIPITOR 20,2979,277,22844.11,22844.11,0
8791,FFSU,XX,71,156,94,20134,LIPITOR TA,900,14,6079.68,6079.68,0
136225,MCOU,XX,71,156,23,20134,LIPITOR 20,7098,237,39306.83,38096.74,1210.09
136229,MCOU,XX,71,156,40,20134,LIPITOR 20,40,11,76.68,53.2,23.48
136230,MCOU,XX,71,156,94,20134,LIPITOR 20,30,1,206.12,203.12,3
8783,FFSU,XX,71,156,23,20134,LIPITOR 20,181650,4873,1239766.9,1237369.36,2397.54
8787,FFSU,XX,71,156,40,20134,LIPITOR 20,2979,277,22844.11,22844.11,0
8791,FFSU,XX,71,156,94,20134,LIPITOR TA,900,14,6079.68,6079.68,0
136225,MCOU,XX,71,156,23,20134,LIPITOR 20,7098,237,39306.83,38096.74,1210.09
136229,MCOU,XX,71,156,40,20134,LIPITOR 20,40,11,76.68,53.2,23.48
136230,MCOU,XX,71,156,94,20134,LIPITOR 20,30,1,206.12,203.12,3
8783,FFSU,XX,71,156,23,20134,LIPITOR 20,181650,4873,1239766.9,1237369.36,2397.54
8787,FFSU,XX,71,156,40,20134,LIPITOR 20,2979,277,22844.11,22844.11,0
8791,FFSU,XX,71,156,94,20134,LIPITOR TA,900,14,6079.68,6079.68,0
136225,MCOU,XX,71,156,23,20134,LIPITOR 20,7098,237,39306.83,38096.74,1210.09
136229,MCOU,XX,71,156,40,20134,LIPITOR 20,40,11,76.68,53.2,23.48
136230,MCOU,XX,71,156,94,20134,LIPITOR 20,30,1,206.12,203.12,3
8795,FFSU,XX,71,157,23,20134,LIPITOR 40,136817,3746,931581.81,926490.87,5090.94
8799,FFSU,XX,71,157,40,20134,LIPITOR 40,1292,50,9342.45,9342.45,0
8803,FFSU,XX,71,157,73,20134,LIPITOR 40,1024,30,7021.75,7021.75,0
136234,MCOU,XX,71,157,23,20134,LIPITOR 40,6116,223,37123.76,36362.64,761.12
136238,MCOU,XX,71,157,40,20134,LIPITOR 40,99,50,300.67,291.59,9.08
8795,FFSU,XX,71,157,23,20134,LIPITOR 40,136817,3746,931581.81,926490.87,5090.94
8799,FFSU,XX,71,157,40,20134,LIPITOR 40,1292,50,9342.45,9342.45,0
8803,FFSU,XX,71,157,73,20134,LIPITOR 40,1024,30,7021.75,7021.75,0
136234,MCOU,XX,71,157,23,20134,LIPITOR 40,6116,223,37123.76,36362.64,761.12
136238,MCOU,XX,71,157,40,20134,LIPITOR 40,99,50,300.67,291.59,9.08
8795,FFSU,XX,71,157,23,20134,LIPITOR 40,136817,3746,931581.81,926490.87,5090.94
8799,FFSU,XX,71,157,40,20134,LIPITOR 40,1292,50,9342.45,9342.45,0
8803,FFSU,XX,71,157,73,20134,LIPITOR 40,1024,30,7021.75,7021.75,0
136234,MCOU,XX,71,157,23,20134,LIPITOR 40,6116,223,37123.76,36362.64,761.12
136238,MCOU,XX,71,157,40,20134,LIPITOR 40,99,50,300.67,291.59,9.08
8795,FFSU,XX,71,157,23,20134,LIPITOR 40,136817,3746,931581.81,926490.87,5090.94
8799,FFSU,XX,71,157,40,20134,LIPITOR 40,1292,50,9342.45,9342.45,0
8803,FFSU,XX,71,157,73,20134,LIPITOR 40,1024,30,7021.75,7021.75,0
136234,MCOU,XX,71,157,23,20134,LIPITOR 40,6116,223,37123.76,36362.64,761.12
136238,MCOU,XX,71,157,40,20134,LIPITOR 40,99,50,300.67,291.59,9.08
8795,FFSU,XX,71,157,23,20134,LIPITOR 40,136817,3746,931581.81,926490.87,5090.94
8799,FFSU,XX,71,157,40,20134,LIPITOR 40,1292,50,9342.45,9342.45,0
8803,FFSU,XX,71,157,73,20134,LIPITOR 40,1024,30,7021.75,7021.75,0
136234,MCOU,XX,71,157,23,20134,LIPITOR 40,6116,223,37123.76,36362.64,761.12
136238,MCOU,XX,71,157,40,20134,LIPITOR 40,99,50,300.67,291.59,9.08
8809,FFSU,XX,71,158,23,20134,LIPITOR 80,46365.5,1368,316016.13,314537.8,1478.33
8813,FFSU,XX,71,158,73,20134,LIPITOR TA,240,5,1695.44,1695.44,0
8818,FFSU,XX,71,158,92,20134,LIPITOR 80,4,4,52.24,52.24,0
136245,MCOU,XX,71,158,23,20134,LIPITOR 80,3424,123,19494.78,18354.38,1140.4
136248,MCOU,XX,71,158,73,20134,LIPITOR TA,30,1,6.6,3.3,3.3
136252,MCOU,XX,71,158,92,20134,LIPITOR 80,5,5,10.95,10.95,0
8809,FFSU,XX,71,158,23,20134,LIPITOR 80,46365.5,1368,316016.13,314537.8,1478.33
8813,FFSU,XX,71,158,73,20134,LIPITOR TA,240,5,1695.44,1695.44,0
8818,FFSU,XX,71,158,92,20134,LIPITOR 80,4,4,52.24,52.24,0
136245,MCOU,XX,71,158,23,20134,LIPITOR 80,3424,123,19494.78,18354.38,1140.4
136248,MCOU,XX,71,158,73,20134,LIPITOR TA,30,1,6.6,3.3,3.3
136252,MCOU,XX,71,158,92,20134,LIPITOR 80,5,5,10.95,10.95,0
8809,FFSU,XX,71,158,23,20134,LIPITOR 80,46365.5,1368,316016.13,314537.8,1478.33
8813,FFSU,XX,71,158,73,20134,LIPITOR TA,240,5,1695.44,1695.44,0
8818,FFSU,XX,71,158,92,20134,LIPITOR 80,4,4,52.24,52.24,0
136245,MCOU,XX,71,158,23,20134,LIPITOR 80,3424,123,19494.78,18354.38,1140.4
