,RecordID,StateCode,LabelerCode,ProductCode,PackageSize,PeriodCovered,FDAListName,UnitsReimbursed,NumberRx,TotalAmountReimbursed,MedicaidAmountReimbursed,Non-MedicaidAmountReimbursed
138687,MCOU,XX,71.0,155.0,34.0,20112.0,LIPITOR 10,2620.0,88.0,9212.01,9203.01,9.0
138688,MCOU,XX,71.0,155.0,34.0,20113.0,LIPITOR 10,3165.0,106.0,11224.73,11166.51,58.22
138689,MCOU,XX,71.0,155.0,34.0,20114.0,LIPITOR 10,9135.06,304.0,32967.46,32960.86,6.6
138690,MCOU,XX,71.0,155.0,40.0,20111.0,LIPITOR 10,364.0,13.0,1238.09,1238.09,0.0
138691,MCOU,XX,71.0,155.0,40.0,20112.0,LIPITOR 10,438.0,16.0,1630.26,1630.26,0.0
138692,MCOU,XX,71.0,155.0,40.0,20113.0,LIPITOR 10,334.0,14.0,1330.61,1330.61,0.0
138693,MCOU,XX,71.0,155.0,40.0,20114.0,LIPITOR 10,820.0,34.0,3193.95,3184.34,9.61
10214,FFSU,XX,71.0,156.0,23.0,20111.0,LIPITOR 20,4902113.5,144359.0,23897508.87,23660744.85,236764.02
10215,FFSU,XX,71.0,156.0,23.0,20112.0,LIPITOR 20,4497675.3719999995,129827.0,22248747.77,22031417.43,217330.34
10216,FFSU,XX,71.0,156.0,23.0,20113.0,LIPITOR 20,4166288.05,120512.0,21495818.88,21255349.04,240469.84
10217,FFSU,XX,71.0,156.0,23.0,20114.0,LIPITOR 20,2465139.5,71940.0,13003848.06,12803660.12,200187.94
10218,FFSU,XX,71.0,156.0,40.0,20111.0,LIPITOR 20,8428.04,348.0,44209.44,40795.7,3413.74
10219,FFSU,XX,71.0,156.0,40.0,20112.0,LIPITOR 20,7926.0,343.0,42230.73,39950.94,2279.79
10220,FFSU,XX,71.0,156.0,40.0,20113.0,LIPITOR 20,7988.01,349.0,43113.78,41996.52,1117.26
10221,FFSU,XX,71.0,156.0,40.0,20114.0,LIPITOR 20,7737.0,326.0,43075.83,40782.09,2293.74
10222,FFSU,XX,71.0,156.0,94.0,20111.0,LIPITOR 20,22312.0,591.0,108243.35,107092.12,1151.23
10223,FFSU,XX,71.0,156.0,94.0,20112.0,LIPITOR 20,24067.0,624.0,118099.22,117024.68,1074.54
10224,FFSU,XX,71.0,156.0,94.0,20113.0,LIPITOR 20,22871.0,607.0,116766.37,115293.9,1472.47
10225,FFSU,XX,71.0,156.0,94.0,20114.0,LIPITOR 20,11217.0,278.0,57625.65,56582.97,1042.68
138694,MCOU,XX,71.0,156.0,23.0,20111.0,LIPITOR 20,160609.0,5739.0,788441.38,784041.25,4400.13
138695,MCOU,XX,71.0,156.0,23.0,20112.0,LIPITOR 20,173942.0,6135.0,884299.83,875546.59,8753.24
138696,MCOU,XX,71.0,156.0,23.0,20113.0,LIPITOR 20,258000.00100000002,8911.0,1407679.71,1397118.26,10561.45
138697,MCOU,XX,71.0,156.0,23.0,20114.0,LIPITOR 20,1157544.024,39188.0,6124737.07,6111488.74,13248.33
138698,MCOU,XX,71.0,156.0,40.0,20111.0,LIPITOR 20,661.0,23.0,3471.36,3462.36,9.0
138699,MCOU,XX,71.0,156.0,40.0,20112.0,LIPITOR 20,338.0,13.0,1834.68,1828.68,6.0
138700,MCOU,XX,71.0,156.0,40.0,20113.0,LIPITOR 20,260.0,22.0,13730.47,13730.47,0.0
138701,MCOU,XX,71.0,156.0,40.0,20114.0,LIPITOR 20,562.0,32.0,5120.29,4948.69,171.6
138702,MCOU,XX,71.0,156.0,94.0,20111.0,LIPITOR 20,135.0,6.0,671.65,664.65,7.0
138703,MCOU,XX,71.0,156.0,94.0,20112.0,LIPITOR 20,368.0,10.0,1885.12,1867.12,18.0
138704,MCOU,XX,71.0,156.0,94.0,20113.0,LIPITOR 20,948.0,32.0,5106.81,5070.81,36.0
138705,MCOU,XX,71.0,156.0,94.0,20114.0,LIPITOR 20,7264.12,246.0,38469.95,38460.95,9.0
10226,FFSU,XX,71.0,157.0,23.0,20111.0,LIPITOR 40,3437284.001,102540.0,16813469.26,16635176.43,178292.83
10227,FFSU,XX,71.0,157.0,23.0,20112.0,LIPITOR 40,3193917.111,93539.0,15897046.97,15729201.98,167844.99
10228,FFSU,XX,71.0,157.0,23.0,20113.0,LIPITOR 40,3070649.0,90178.0,15944215.37,15733066.12,211149.25
10229,FFSU,XX,71.0,157.0,23.0,20114.0,LIPITOR 40,2010150.581,59080.0,10660656.48,10471242.88,189413.6
10230,FFSU,XX,71.0,157.0,40.0,20111.0,LIPITOR 40,4278.0,185.0,21725.59,20852.6,872.99
10231,FFSU,XX,71.0,157.0,40.0,20112.0,LIPITOR 40,4490.0,202.0,22634.51,22092.08,542.43
10232,FFSU,XX,71.0,157.0,40.0,20113.0,LIPITOR 40,5281.0,239.0,29699.08,28795.45,903.63
10233,FFSU,XX,71.0,157.0,40.0,20114.0,LIPITOR 40,4708.082,216.0,26061.22,25618.77,442.45
10234,FFSU,XX,71.0,157.0,73.0,20111.0,LIPITOR 40,94762.0,2820.0,462202.87,454774.93,7427.94
10235,FFSU,XX,71.0,157.0,73.0,20112.0,LIPITOR 40,88544.0,2595.0,439350.02,433633.91,5716.11
10236,FFSU,XX,71.0,157.0,73.0,20113.0,LIPITOR 40,87802.00099999999,2656.0,457421.21,448066.43,9354.78
10237,FFSU,XX,71.0,157.0,73.0,20114.0,LIPITOR 40,55011.0,1653.0,293552.73,283493.97,10058.76
10238,FFSU,XX,71.0,157.0,88.0,20111.0,LIPITOR 40,840.0,23.0,4044.92,4044.92,0.0
10239,FFSU,XX,71.0,157.0,88.0,20112.0,LIPITOR (A,885.0,18.0,4311.79,4311.79,0.0
10240,FFSU,XX,71.0,157.0,88.0,20113.0,LIPITOR (A,727.0,21.0,3752.26,3749.26,3.0
10241,FFSU,XX,71.0,157.0,88.0,20114.0,LIPITOR 40,471.0,15.0,2041.4,2021.4,20.0
138706,MCOU,XX,71.0,157.0,23.0,20111.0,LIPITOR 40,211921.0,7554.0,1079082.2,1074658.31,4423.89
138707,MCOU,XX,71.0,157.0,23.0,20112.0,LIPITOR 40,240296.0,8497.0,1296100.71,1288542.77,7557.94
138708,MCOU,XX,71.0,157.0,23.0,20113.0,LIPITOR 40,305041.0,10564.0,1855536.0,1848158.0,7378.0
138709,MCOU,XX,71.0,157.0,23.0,20114.0,LIPITOR 40,1039347.962,35562.0,5855047.86,5840735.32,14312.54
138710,MCOU,XX,71.0,157.0,40.0,20111.0,LIPITOR 40,238.0,8.0,1071.18,1050.18,21.0
138711,MCOU,XX,71.0,157.0,40.0,20112.0,LIPITOR 40,297.0,12.0,1441.18,1441.18,0.0
138712,MCOU,XX,71.0,157.0,40.0,20113.0,LIPITOR 40,355.0,22.0,1954.76,1954.76,0.0
138713,MCOU,XX,71.0,157.0,40.0,20114.0,LIPITOR 40,738.0,24.0,4074.12,4036.61,37.51
138714,MCOU,XX,71.0,157.0,73.0,20111.0,LIPITOR 40,3138.0,113.0,15528.46,15458.46,70.0
138715,MCOU,XX,71.0,157.0,73.0,20112.0,LIPITOR 40,4825.0,169.0,24623.12,24498.62,124.5
138716,MCOU,XX,71.0,157.0,73.0,20113.0,LIPITOR 40,5876.0,223.0,31198.54,31102.54,96.0
138717,MCOU,XX,71.0,157.0,73.0,20114.0,LIPITOR 40,30985.18,1082.0,163055.57,162964.57,91.0
138718,MCOU,XX,71.0,157.0,88.0,20112.0,Lipitor (a,30.0,1.0,149.48,149.48,0.0
138719,MCOU,XX,71.0,157.0,88.0,20113.0,Lipitor (a,15.0,2.0,79.78,79.78,0.0
138720,MCOU,XX,71.0,157.0,88.0,20114.0,LIPITOR (A,300.06,12.0,1858.84,1858.84,0.0
10242,FFSU,XX,71.0,158.0,23.0,20111.0,LIPITOR 80,1689422.5,52169.0,8250756.19,8139677.86,111078.33
10243,FFSU,XX,71.0,158.0,23.0,20112.0,LIPITOR 80,1589522.0,48046.0,7908686.65,7805305.89,103380.76
10244,FFSU,XX,71.0,158.0,23.0,20113.0,LIPITOR 80,1513442.051,46130.0,7855727.34,7735375.52,120351.82
10245,FFSU,XX,71.0,158.0,23.0,20114.0,LIPITOR 80,968337.0009999999,29732.0,5131013.35,5024688.43,106324.92
10246,FFSU,XX,71.0,158.0,73.0,20111.0,LIPITOR 80,18255.0,558.0,87951.03,86241.99,1709.04
10247,FFSU,XX,71.0,158.0,73.0,20112.0,LIPITOR 80,16780.0,526.0,85113.31,81337.11,3776.2
10248,FFSU,XX,71.0,158.0,73.0,20113.0,LIPITOR 80,19025.0,604.0,99507.23,95390.45,4116.78
10249,FFSU,XX,71.0,158.0,73.0,20114.0,LIPITOR 80,12283.0,397.0,66100.54,61349.53,4751.01
10250,FFSU,XX,71.0,158.0,88.0,20111.0,LIPITOR 80,630.0,19.0,2989.43,2980.43,9.0
10251,FFSU,XX,71.0,158.0,88.0,20112.0,LIPITOR (A,480.0,14.0,2338.91,2338.91,0.0
10252,FFSU,XX,71.0,158.0,88.0,20113.0,LIPITOR (A,510.0,15.0,2607.94,2607.94,0.0
10253,FFSU,XX,71.0,158.0,88.0,20114.0,LIPITOR 80,300.0,8.0,1589.95,1589.95,0.0
10254,FFSU,XX,71.0,158.0,92.0,20111.0,LIPITOR 80,2219.0,104.0,12478.51,11691.05,787.46
10255,FFSU,XX,71.0,158.0,92.0,20112.0,LIPITOR 80,3141.0,128.0,17488.12,16844.72,643.4
10256,FFSU,XX,71.0,158.0,92.0,20113.0,LIPITOR 80,2941.5,147.0,15482.43,15482.43,0.0
10257,FFSU,XX,71.0,158.0,92.0,20114.0,LIPITOR 80,2044.0,103.0,11387.18,11387.18,0.0
138721,MCOU,XX,71.0,158.0,23.0,20111.0,LIPITOR 80,190537.5,6788.0,1192306.64,1189166.11,3140.53
138722,MCOU,XX,71.0,158.0,23.0,20112.0,LIPITOR 80,220645.5,7752.0,1609488.83,1604718.87,4769.96
138723,MCOU,XX,71.0,158.0,23.0,20113.0,LIPITOR 80,227437.0,8226.0,2534906.41,2528731.1,6175.31
138724,MCOU,XX,71.0,158.0,23.0,20114.0,LIPITOR 80,537793.355,18783.0,4779931.63,4772090.31,7841.32
138725,MCOU,XX,71.0,158.0,73.0,20111.0,LIPITOR 80,1143.0,39.0,5684.58,5614.08,70.5
138726,MCOU,XX,71.0,158.0,73.0,20112.0,LIPITOR 80,1314.0,47.0,6723.59,6639.59,84.0
138727,MCOU,XX,71.0,158.0,73.0,20113.0,LIPITOR 80,2153.0,75.0,11827.51,11827.51,0.0
138728,MCOU,XX,71.0,158.0,73.0,20114.0,LIPITOR 80,6586.03,222.0,36022.15,36015.85,6.3
138729,MCOU,XX,71.0,158.0,88.0,20114.0,LIPITOR (A,480.03,17.0,2597.31,2597.31,0.0
138730,MCOU,XX,71.0,158.0,92.0,20111.0,LIPITOR 80,52.0,4.0,300.35,300.35,0.0
138731,MCOU,XX,71.0,158.0,92.0,20112.0,LIPITOR 80,98.0,6.0,532.69,532.69,0.0
138732,MCOU,XX,71.0,158.0,92.0,20113.0,LIPITOR 80,7.0,3.0,42.04,39.04,3.0
138733,MCOU,XX,71.0,158.0,92.0,20114.0,LIPITOR 80,109.0,4.0,610.15,607.15,3.0
