,,,,,,,,,,,,,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,OLANZAPINE,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA,ZYPREXA
,,,,,,,,,,,,,20111,20112,20113,20114,20111,20112,20113,20114,20111,20112,20113,20114,20111,20112,20113,20114,20121,20122,20123,20124,20121,20122,20123,20124,20121,20122,20123,20124,20121,20122,20123,20124,20131,20132,20133,20134,20131,20132,20133,20134,20131,20132,20133,20134,20131,20132,20133,20134
,RecordID,StateCode,LabelerCode,ProductCode,PackageSize,PeriodCovered,FDAListName,UnitsReimbursed,NumberRx,TotalAmountReimbursed,MedicaidAmountReimbursed,Non-MedicaidAmountReimbursed,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU,FFSU,FFSU,FFSU,FFSU,MCOU,MCOU,MCOU,MCOU
438325,MCOU,XX,49884,322,55,20121,OLANZAPINE,2681,71,41885.88,41885.88,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
438326,MCOU,XX,49884,322,55,20122,OLANZAPINE,3341,86,57047.1,54475.63,2571.47,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
438327,MCOU,XX,49884,322,55,20123,OLANZAPINE,2968,83,41515.05,41515.05,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
438328,MCOU,XX,49884,322,55,20124,OLANZAPINE,2625,80,44458.82,44458.82,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
562882,FFSU,XX,49884,322,52,20133,OLANZAPINE,50,1,203.71,203.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
562883,FFSU,XX,49884,322,55,20131,OLANZAPINE,10763,281,92802.64,90967.88,1834.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
562884,FFSU,XX,49884,322,55,20132,OLANZAPINE,8833,233,72704.83,71642.03,1062.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
562885,FFSU,XX,49884,322,55,20133,OLANZAPINE,7836,211,51935.96,51470.14,465.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
562886,FFSU,XX,49884,322,55,20134,OLANZAPINE,7867,225,43456.4,42524.99,931.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
689879,MCOU,XX,49884,322,55,20131,OLANZAPINE,2124,58,31807.6,31807.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
689880,MCOU,XX,49884,322,55,20132,OLANZAPINE,2314,71,32882.83,32882.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
689881,MCOU,XX,49884,322,55,20133,OLANZAPINE,2376,61,29493.1,29493.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
689882,MCOU,XX,49884,322,55,20134,OLANZAPINE,2975,83,41851.71,41051.69,800.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
83489,FFSU,XX,49884,323,55,20114,OLANZAPINE,8781,254,240391.36,238087.25,2304.11,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197630,MCOU,XX,49884,323,55,20114,OLANZAPINE,1713.06,52,45152.26,45152.26,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314976,FFSU,XX,49884,323,55,20121,OLANZAPINE,17185,480,457802.19,454266.79,3535.4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314977,FFSU,XX,49884,323,55,20122,OLANZAPINE,16729,453,355625.14,351420.38,4204.76,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314978,FFSU,XX,49884,323,55,20123,OLANZAPINE,17280,479,249723.12,245840.56,3882.56,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314979,FFSU,XX,49884,323,55,20124,OLANZAPINE,18789,531,234248.25,232972.46,1275.79,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438329,MCOU,XX,49884,323,55,20121,OLANZAPINE,3571,144,91051.99,91048.99,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
438330,MCOU,XX,49884,323,55,20122,OLANZAPINE,4507,163,99848.36,99842.36,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
438331,MCOU,XX,49884,323,55,20123,OLANZAPINE,4893,191,96078.18,96067.18,11,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
438332,MCOU,XX,49884,323,55,20124,OLANZAPINE,5823,197,105836.01,105825.01,11,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
562887,FFSU,XX,49884,323,52,20134,OLANZAPINE,60,2,1025.1,1025.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
562888,FFSU,XX,49884,323,55,20131,OLANZAPINE,13859,388,144941.52,144385.13,556.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
562889,FFSU,XX,49884,323,55,20132,OLANZAPINE,11309,333,110480.75,110038.75,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
562890,FFSU,XX,49884,323,55,20133,OLANZAPINE,11011.001,325,94331.44,93599.65,731.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
562891,FFSU,XX,49884,323,55,20134,OLANZAPINE,9843,303,69255.7,68933.97,321.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
689883,MCOU,XX,49884,323,55,20131,OLANZAPINE,6480,198,106070.49,106067.49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
689884,MCOU,XX,49884,323,55,20132,OLANZAPINE,3742,126,56340.6,56337.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
689885,MCOU,XX,49884,323,55,20133,OLANZAPINE,3939,129,58088.93,58078.93,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
689886,MCOU,XX,49884,323,55,20134,OLANZAPINE,3625,119,55153.53,54966.94,186.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
318641,FFSU,XX,51079,152,20,20123,OLANZAPINE,60,2,31.4,31.4,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318642,FFSU,XX,51079,152,20,20124,OLANZAPINE,102,2,48.57,47.57,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441737,MCOU,XX,51079,152,20,20122,OLANZAPINE,35,2,42.76,42.76,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
566493,FFSU,XX,51079,152,20,20131,OLANZAPINE,182,4,107.56,107.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
566494,FFSU,XX,51079,152,20,20132,OLANZAPINE,398,9,140.07,140.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
566495,FFSU,XX,51079,152,20,20133,OLANZAPINE,120,4,53.25,53.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
566496,FFSU,XX,51079,152,20,20134,OLANZAPINE,102,6,56.15,56.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
693464,MCOU,XX,51079,152,20,20131,OLANZAPINE,60,2,145.43,145.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
693465,MCOU,XX,51079,152,20,20132,OLANZAPINE,300,9,317.08,317.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
693466,MCOU,XX,51079,152,20,20133,OLANZAPINE,330,9,220.3,220.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
693467,MCOU,XX,51079,152,20,20134,OLANZAPINE,65,2,23.05,23.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
318643,FFSU,XX,51079,153,20,20123,OLANZAPINE,60,2,32.86,32.86,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318644,FFSU,XX,51079,153,20,20124,OLANZAPINE,211,7,159.3,156.3,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441738,MCOU,XX,51079,153,20,20122,OLANZAPINE,30,1,91.34,91.34,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
